binary_labels,text
2,Advice to #GOP candidates in order of how I think they finished 2nd place Rand Paul Keep Swinging &amp; crying Constitution #gopdebate #tcot #p2
2,"Donald Trump is the Nene Leaks of the Republican Party. READ, HONEY, READ. 😂 #GOPDebate"
2,"Trump wants a ""big beautiful door"" in a wall for immigration. This door is on his fly. #GOPDebate #Wives"
0,sounded like @msnbc or @CNN was doing the questioning last night! #GOPDebate
2,#GOPDebate @foxnewspolitics I was really looking for a debate of the candidates not an attack on Trump - #notfair #notbalanced
2,#Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate  https:…
2,Who CARES @BernieSanders socialist COMMIE says n #GOP #FOXNEWSDEBATE!  His policies will destroy country! #gopdebate https://t.co/vtPrBB8J8l
2,"And the winner of the 1st #GOPDebate is.... @HillaryClinton !!!

What a mob of lying pandering jackasses ...."
2,"Interest take on the aftermath of the first 2016 #GOPDebate
We're actually talking about who &amp; when a candidate looked presidential @cspanwj"
0,"WOW. The ratings for last night's #GOPDebate are jaw dropping. Nielsen says 16.0 nationwide, most watch debate ever."
2,".@realDonaldTrump - ""We need to keep illegals out"". How about we keep Donald Trump out. #GOPDebate #immigration"
2,"If @realDonaldTrump is complaining about hard questions from a ""bimbo"" like @megynkelly, how is he to lead America? #GOPDebate"
2,"Oh, and climate change? Crickets. #GOPDebate"
0,@ThePatriot143 @FoxNews Wait? Only post #GOPDebate debate?
2,"Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate"
2,#GOPDebate is just embarrassing
0,"According to Ted Cruz, here are the top 4 threats against America.
1 ISIS
2 Iran
3 China
4 Russia
#GOPDebate"
2,I did like @FredToucher's #GOPDebate analysis where  some guy made a great impression and then couldn't think of his name.#Kasich
1,Ghana got swag  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timayatimaya  #AMAYANABO_cover  »» http://t.co/DRKtW64C1u
1,Where can I watch the #GOPDebate from last night (the 8pm one)
2,Hard to take sides in the Donald Trump vs. Megyn Kelly dilemma when both are equally deplorable. #GOPDebate
2,"""Sad to think Russia, China likely know more about Hillary Clinton's email server than Congress"" - Scott Walker
#GOPDebate #quotes #truth"
0,.@FoxNews is receiving high praise from liberal mainstream media while Rush Limbaugh and conservatives are panning moderators. #GOPDebate
2,"#BATSAsk where's the humanity? #GOPDebate I see humans, but little to no humanity. http://t.co/ecz8WovIki"
0,"#GOPDebate

There is no such thing as a politically correct war - Ben Carson

@amotekun1"
2,@mitchellreports Trump is negotiating a deal w/ the GOP! He's leveraging by threatening to go 3rd party unless he's the nominee. #GOPDebate
0,The whites of Jeb Bush's eyes are flesh-colored. #GOPDebate
2,"GOD IS A WOMAN, AND SHE'S PISSED. #GOPDebate"
1,"Sorry boys, but Huckabee and Carson dominated last night. #GOPDebate"
0,That was not a debate on @foxnews last night that was a reality show #gopdebate
2,The #macdebate may have been just as nonsensical but it did offer a more varied and colourful cast of characters than the #GOPDebate.
0,Fact Check: Candidates Don't Tell The Whole Stories In First Debate http://t.co/gwYJ8uz442 #gopdebate
2,@megynkelly I'm so disappointed. I lost total respect for you and will no longer watch your show! @realDonaldTrump #GOPDebate #Trump2016
0,Trump post-debate media gaggle. #GOPDebate @MyFoxTampaBay @Fox13Politics http://t.co/kb2ySJhXon
2,I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Kar…
0,No one on my social media is talking about last night's #GOPDebate.
2,Hmmm. GOP warmongers. What about poverty? Education? Jobs? #BATsAsk #GOPDebate
2,@megynkelly #KellyFile Ur inner @KarlRove was on full display at #GOPDebate against @realDonaldTrump. No wonder #CNN and #NYTimes loved it.
2,"Fact: Before Jeb was governor, Florida was run by a death cult. #GOPDebate"
2,"Raise your words, not your voice. It is rain 💧 that grows flowers 🌷, not thunder ⚡️. #edchat #GOPDebate #GOPDbate #edcampgl…"
2,"I barely know how to manage my life,  but I think I have a good shot at running for president now.  #gopdebate"
1,"I would love a Fiorina, Rubio, Huckabee, Walker, Cruz debate. each has great strengths. Who's with me? #GOPDebate"
2,@TwitchyTeam Why haven't I seen coverage on your site about the outrage over @megynkelly of @Foxnews during the #GOPDebate #InquiringMinds
2,A great primer for all the topics to avoid this Thanksgiving. #GOPDebate
2,"This has got to be a joke, right? Does one of these morons from the #GOPDebate really have a chance at being president? I'm actually scared."
2,"@daveohoots I've avoided the debates personally, the #GOPDebate just looked like a clown circus."
0,"Can't quite put my finger on why, but Marco Rubio reminded me of Chung from VEEP last night #GOPDebate #VEEP"
1,".@tedcruz is the smartest, most underrated candidate up on stage. We should be looking to him for leadership. #GOPDebate"
2,People of the #GOPDebate last night denying they support rape/incest exception like its a bad thing... #thisissobackwards
2,"Imagining Fox News correcting it to ""BERNARD Sanders"" with the same anger and cadence that they say ""Barack HUSSEIN Oba…"
2,"Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate �� --&gt; http://t.co/6WIztltokv http://t.co/aHgh2Cb4mg"""
2,"50 sec of ""everyone is corrupt and/or immoral and everything stinks,"" followed by 10 sec of ""not me."""
2,Glad to see SOMEBODY fact-checking #GOPDebate. #Fox let lies slide last night &amp; rest of #media not much better.  https://t.co/R8bBw43Z2c
2,The most amazing outcome of the #GOPdebate is that @MeganKelly still has a job at @FoxNews. Most pathetic moderator eve…
2,How the hell do people come to the conclusion that @realDonaldTrump won the debate by a landslide !! #StandWithRand #GO…
2,"@OnBakerStreet @FrankLuntz @maxwelltani
I dont watch debates with intent of letting moderators direct my vote. Total sham. #GOPDebate"
2,"#RonPaul proved at the #GOPDebate
That he isn't ready or qualified to be
#POTUS"
2,This just in... God leading in the polls after the #GOPDebate
2,When are they going to have the swimsuit competition? #GOPDebate
2,"""We fought the teachers union""--.@ChrisChristie ...and how did that improve New Jersey schools? #BATsAsk #GOPDebate .@NJBatsa"
2,".@hardball_chris Whines about No Voter ID, Issues Moms 'Care About' in #GOPDebate  http://t.co/HAHrepIUkT"
0,Last night I got drunk and live tweeted the #GOPDebate. I'm the most adult person I know.
2,So we have Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate
2,".@realDonaldTrump mightn't have declared bankruptcy, but now that corporations are people, his corporate offspring have #GOPDebate"
2,I just have to say I like @megynkellybut but she has gone over the top. She was trying to be the star instead of the candidat…
0,"Chase Norton, the nice young man whose question about hearing from God ended the #GOPDebate (from his Facebook) http://t.co/w…"
0,"My how times have changed....
""@Pieter_Gericke #tcot #PJNET #RedNationRising #GOPDebate http://t.co/DnPhuQaQ0n"
0,Can anyone state the time #TedCruz was asked a question?  Was it yesterday? #GOPDebate
1,"Ben Carson: ""There are no politically correct wars."" #amen #GOPDebate"
2,This comes as a generalization but most Americans care too much about eloquence and not enough about substance. #GOPDeb…
2,"#GOPDebate @tedcruz is it really worth mentioning the Reagan thing? you know correlation and causation are 2 different things, right?"
0,We'll talk to Potomac's Greg Valliere at 1pm ET about this and the #GOPDebate  https://t.co/FMmPriLU5F
0,A perfect summation of the #GOPDebate (Vine by @nowthisnews) https://t.co/icc1DlpvXX
1,#GOPDebate had more action than the Manny vs Mayweather fight
0,"Cruz/Rubio, Walker, Rand, Carson. My order. #GOPdebate"
2,#BATsAsk @RealBenCarson Can you do some quick brain surgeries before the curtain goes down on tonight's #GopDebate?  @B…
0,Note to Rand Paul: don't pick fights with Chris Christie. #GOPDebate
1,If you missed the first few minutes of last night's #GOPDebate -- you have got to see this: http://t.co/Rlww9F1Ote
2,"Good job, you have just stooped to the level of the two biggest jack asses in ""Entertainment""👏🏼  #GOPDebate  https://t.co/unbe3HIn5V"
2,Love how .@megynkelly BAITED .@realDonaldTrump with women question. Then he gave .@Rosie airtime she couldn't have paid for. #GOPDebate
2,It is pretty terrifying that conservative women seem to be just fine with government controlling women's bodies.  #GOPDeb…
2,"""I never heard the word income equality, climate change, voting rights."" via @BarbaraBoxer #GOPDebate"
2,I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Kardashian 2016?
0,I went long and hard on the #GOPDebate debate for @Esquire http://t.co/XTjmCwySHo http://t.co/p2yHFbZBnD
0,"What even happened last night???? http://t.co/XW1BAii9lq #GOPDebate #JonVoyage 

via @ovrdrv"
0,"John Kasich seems likable, reasonable and thoughtful and that's why he don't stand a chance. #GOPDebate"
2,"The vouchers create conditions of corruption, @jebbush.  They have have re-segregated schools! #BATSask #GOPdebate http:…"
0,96% of the media is owned by a handful of people. They will decide who you get to vote for in 16  #GOPDebate
2,Preview of Donald Trump tonight at the #GOPDebate (Vine by @CaseyBake16) https://t.co/KqJCtDAuqf
1,You have to admit: That was more entertaining than any episode of The Apprentice. #GOPDebate
0,We'll talk to Potomac's Greg Valliere at 1pm ET about this and the #GOPDebate  https://t.co/FMmPriLU5F
1,#ChrisChristie and #CarlyFiorina what a team they'd make! #GOPDebate #Election2016
1,"""@scottwalker, given your record in Wisconsin, why should voters believe you?"" Great question, #GOPDebate."
2,Time to watch the white devil hoopla...I mean the #GOPdebate
1,Trump is like napalm sprayed over all the other candidates. #GOPDebate
2,#GOPDebate #BATsAsk Same old talking points. Why no solutions beyond cutting taxes for rich? http://t.co/JwdCZYYPwm
2,For too long outdated ban has discriminated against qualified transgender Americans who simply want to serve their country #GOPDeb…
2,2016 bender starts now #SkimmLife #GOPDebate http://t.co/S1aKZ2OC7i via @theSkimm
1,I like Carly Fiorina. I hope she continues to get more air time. She's much better than some of the front runners. #GOPDebate
2,Is this a debate or a comedy central roast? #GOPDebate
1,"After watching back, I will say, while not fans of theirs by any means, I thought the Fox News panel was very fair last night. #GOPDEbate"
0,"Gee. Do ya think it's because, you know, The Donald?

""Last night's #GOPdebate was the most watched Fox News... http://t.co/0Dln7370gQ"
1,Audience loves Carson #GOPDebate
2,"This is the most fucked up production of ""12 Angry Men"" I've ever seen. I assume Quentin Tarantino directed it?  #GOPDe…"
1,"@ericbolling ppl say @realDonaldTrump needs specifics. so, WHY did #GOPDebate panel give all THOSE type of questions to opponents?! RIGGED!"
2,Love this! Hilarious. #GOPDebate @realDonaldTrump  https://t.co/gKdaQXMum2
2,"At least the Fox moderators didn't ask Republican candidates what they weere going to do about Global Warming.
#GOPDebate"
2,I love how @megynkelly who holds the highest position of any media figure on Fox is asking questions about a Repub war on women #GOPDebate
0,http://t.co/1QmuSYxzYu
2,"As funny as Twitter was last night during the #GOPDebate it is fucking scary that this is one half of the selection, for the POTUS! #newlow"
2,Advice to #GOP candidates in order of how I think they finished 3rd place Ben Carson you'rve been noticed flesh it out  #gopdebate #tcot #p2
2,It was all pre-written by FOX to frame the debate. #GOPDebate
2,The winner of the #GOPDebate is anyone who didn't watch.
2,#GOPDebate you can't lie in 2015. you just can't Twitter exists. Google exists. jfc
2,"@realDonaldTrump Calling someone a fat pig isn't about ""tone"" #GOPDebate  https://t.co/2B39l6KSbD"
2,Fact checking is always my favorite part of the debates! Do most presume politicians' words are truthful? Scary. #GOPDebate
2,Donald Trump reminds me of Frank Underwood from @HouseofCards. Nothing good can come from this. #huffpost #GOPDebate #politricks
0,Bernie Sanders live-tweeting the #GOPDebate was the best thing to happen to the GOP debate #FeelTheBern #BernieSanders2016
2,Received a call from @realDonaldTrump begging me to watch #GOPDebate &amp; judge him over performance he put in.
2,"Ben Carson never being talked about in elementary schools during Black History Month ever again, dawg. #GOPDebate"
1,I loved❤️@RealBenCarson said he doesn't see race because he's a neurosurgeon! Person's skin doesn't make them who they are! A…
0,So does his position on Iran mean that Rick Perry is also pro-divestment from Israel? #GOPDebate
2,"Looks like Wheaton's Law ""Don't be a dick"" doesn't apply to people Tweeting about #GOPDebate. Then again, does it ever cou…"
2,comments about @Rosie. Supposedly he listens to you. SHAMEFUL. You've got daughters. #GOPDebate
2,So Trump is proud of making money in Atlantic City? Or proud of filing for bankruptcy and leaving? #GOPDebate
2,#unions #teamsters #Walker16 #GOPDebate. Stupid is as stupid does. http://t.co/TjvtUWVt6E
2,"Tell me @marklevinshow, when are you going to moderate a #GOPDebate? It's the only chance to give conservatives a fair shake. #FauxNews"
2,Gawd forbid any of the GOP candidates win in 2016. As a woman I fear for women if any of those men take power. #GOPDebate
1,http://t.co/DRn2BHOhII
2,"It seems that the #GOPDebate was kinda dull cause candidates being plain ol' racist, sexist warmongers just doesn't do it anym…"
